"score","categoria","marca","id_a","nome_a","lojas_a","preco_a","ean_a","gtin_a","mpn_a","id_b","nome_b","lojas_b","preco_b","ean_b","gtin_b","mpn_b","acao_manual","notas"
"0.63","sapatilhas","Bullpadel","2095","Bullpadel premier major 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402961191","494114","2259","Sapatilhas Bullpadel Premier Padel Major 26V kaki 2026","Zona de Padel","109.96","8445402960767","8445402960767","13920","",""
"0.63","sapatilhas","Bullpadel","2095","Bullpadel premier major 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402961191","494114","2260","Sapatilhas Bullpadel Premier Padel Major 26V anthracite 2026","Zona de Padel","109.96","8445402961160","8445402961160","13918","",""
"0.63","sapatilhas","Bullpadel","2096","Bullpadel premier major 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402960750","494134","2259","Sapatilhas Bullpadel Premier Padel Major 26V kaki 2026","Zona de Padel","109.96","8445402960767","8445402960767","13920","",""
"0.63","sapatilhas","Bullpadel","2096","Bullpadel premier major 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402960750","494134","2260","Sapatilhas Bullpadel Premier Padel Major 26V anthracite 2026","Zona de Padel","109.96","8445402961160","8445402961160","13918","",""
"0.63","sapatilhas","Bullpadel","2097","Bullpadel pearl vibram 26v sapatilhas Padel Mujer","Forum Sport ES","100.97","","8445402956531","493630","2178","Sapatilhas Bullpadel Pearl Vibram 26V lilac 2026","Zona de Padel","114.95","8445402956692","8445402956692","14432","",""
"0.63","sapatilhas","Bullpadel","2098","Bullpadel premier major 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402961009","494124","2259","Sapatilhas Bullpadel Premier Padel Major 26V kaki 2026","Zona de Padel","109.96","8445402960767","8445402960767","13920","",""
"0.63","sapatilhas","Bullpadel","2098","Bullpadel premier major 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402961009","494124","2260","Sapatilhas Bullpadel Premier Padel Major 26V anthracite 2026","Zona de Padel","109.96","8445402961160","8445402961160","13918","",""
"0.63","sapatilhas","Bullpadel","2103","Bullpadel vertex vibram 26v sapatilhas Padel Mujer","Forum Sport ES","94.85","","8445402956883","493660","2192","Sapatilhas Bullpadel Vertex Vibram 26V navy 2026","Zona de Padel","101.96","8445402952700","8445402952700","14400","",""
"0.63","sapatilhas","Bullpadel","2108","Bullpadel vertex vibram 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402953196","493468","2192","Sapatilhas Bullpadel Vertex Vibram 26V navy 2026","Zona de Padel","101.96","8445402952700","8445402952700","14400","",""
"0.63","sapatilhas","Bullpadel","2178","Sapatilhas Bullpadel Pearl Vibram 26V lilac 2026","Zona de Padel","114.95","8445402956692","8445402956692","14432","2678","Sapatilhas de padel para mujer Bullpadel Pearl Vibram 26V","Smash Expert | Sport is Good","110","8445402956517","","DC99011000","",""
"0.63","sapatilhas","Head","2609","Sapatilhas de padel hombre - Head Sprint Pro 4.0 blanco y negro","Decathlon ES","89.99","0726423355144","","8985880","2685","Sapatilhas de padel Head Sprint Pro 4.0","Sport is Good | Smash Expert","128","198772060411","","273656","",""
"0.63","sapatilhas","Head","2609","Sapatilhas de padel hombre - Head Sprint Pro 4.0 blanco y negro","Decathlon ES","89.99","0726423355144","","8985880","2972","Sapatilhas de padel Head Sprint Pro 4.0","Smash Expert","128","726423355168","","273665","",""
"0.63","sapatilhas","Head","2609","Sapatilhas de padel hombre - Head Sprint Pro 4.0 blanco y negro","Decathlon ES","89.99","0726423355144","","8985880","2973","Sapatilhas de padel Head Sprint Pro 4.0","Smash Expert","128","726423354963","","273655","",""
"0.63","sapatilhas","Mizuno","307","Sapatilhas padel Homem Mizuno Wave Enforce Tour 2 CC brancos","Atmosfera Sport","100.5","5059882833256","5059882833256","61GC2603-20","1887","Sapatilhas de padel Mizuno Wave Enforce Court CC","Padel Proshop PT","79","5059882870732","5059882870732","52161734476081","",""
"0.63","sapatilhas","Mizuno","314","Sapatilhas padel Mizuno Wave Exceed Light 2 Mulher brancos","Atmosfera Sport","93.75","5059431698107","5059431698107","61GB2323-66","2735","Sapatilhas de interior para mujeres Mizuno Wave Exceed Light Padel","Smash Expert","117","5059431363401","","61GB222363","",""
"0.63","sapatilhas","Mizuno","1969","Mizuno wave exceed tour 5 cc sapatilhas Padel Hombre","Forum Sport ES","104.99","","5059431429435","61GC2274","2686","Sapatilhas de tenis Mizuno Wave Exceed Tour 7 Padel","Sport is Good | Smash Expert","96.17","5059882833133","","61GB267735","",""
"0.63","sapatilhas","Mizuno","2025","Mizuno wave exceed tour 6 padel sapatilhas Padel Hombre","Forum Sport ES","90.44","","5059882574067","61GB2480","3066","Sapatilhas de padel para mujer Mizuno Wave Exceed Tour AC","Smash Expert","100.73","5059882572186","","61GA247174","",""
"0.63","sapatilhas","Mizuno","2059","Mizuno wave exceed tour 7 padel sapatilhas Padel Hombre","Forum Sport ES","94.49","","5059882833102","61GB2677","3066","Sapatilhas de padel para mujer Mizuno Wave Exceed Tour AC","Smash Expert","100.73","5059882572186","","61GA247174","",""
"0.63","sapatilhas","Mizuno","2060","Mizuno wave exceed tour 7 cc sapatilhas Padel Mujer","Forum Sport ES","91.79","","5059882833782","61GC2676","2686","Sapatilhas de tenis Mizuno Wave Exceed Tour 7 Padel","Sport is Good | Smash Expert","96.17","5059882833133","","61GB267735","",""
"0.63","sapatilhas","Mizuno","2060","Mizuno wave exceed tour 7 cc sapatilhas Padel Mujer","Forum Sport ES","91.79","","5059882833782","61GC2676","3067","Sapatilhas de padel para mujer Mizuno Wave Exceed Wos","Smash Expert","84.18","5059882576689","","61GC252166","",""
"0.63","sapatilhas","Mizuno","2061","Mizuno wave exceed tour 7 cc sapatilhas Padel Hombre","Forum Sport ES","91.79","","5059882833744","61GC2675","2686","Sapatilhas de tenis Mizuno Wave Exceed Tour 7 Padel","Sport is Good | Smash Expert","96.17","5059882833133","","61GB267735","",""
"0.60","acessorios","LOK","129","Gaveta de Bolas padel Lok Fresh","Atmosfera Sport","130.5","1946753214860","1946753214860","BL1XA0-BOX","1710","Pote de Bolas de padel Lok Fresh","Padel Proshop PT | Smash Expert","4.95","8436548249540","8436548249540","50163541737777","",""
"0.60","raquetes","Babolat","1814","Raquete de Padel Babolat Counter Veron 2026","Zona de Padel | Smash Expert | Padel Proshop PT","169.96","3324922283172","3324922283172","52409931628849","2597","Raquete de padel Babolat Counter Veron 2.6","Decathlon ES","214.99","3324922415771","","9000221","",""
"0.60","raquetes","Babolat","1815","Raquete de Padel Babolat Air Vertuo 2026","Padel Proshop PT | Smash Expert | Zona de Padel","161.95","3324922283202","3324922283202","52409985532209","2551","Raquete de padel - Babolat Air Vertuo 2.5 25","Decathlon ES","139.99","3324922289600","","8941570","",""
"0.60","raquetes","Babolat","1816","Raquete de Padel Babolat Air Veron 2026","Smash Expert | Padel Proshop PT | Zona de Padel","184.48","3324922283165","3324922283165","52409987465521","2577","Raquete de padel Babolat Air Veron 2.6","Decathlon ES","214.99","3324922409237","","9000213","",""
"0.60","raquetes","Babolat","1838","Raquete de Padel Babolat Technical Viper 2025","Smash Expert | Padel Proshop PT","171.79","3324922164471","3324922164471","50606798209329","2527","Raquete de padel - Babolat Technical Viper 2.5","Decathlon ES","159.99","3324922289464","","9000220","",""
"0.60","raquetes","Bullpadel","8","Padel raquete Mulher Bullpadel Vertex 04 W Premier","Atmosfera Sport","202.49","8445402789207","8445402789207","VERTEX04WPREMIER","1630","Raquete de Padel Bullpadel Vertex 05 Geo 2026 Premier Padel","Forum Sport ES | Zona de Padel | Padel Proshop PT","239.39","8447552015434","8447552015434","52939256070449","",""
"0.60","raquetes","Bullpadel","1739","Raquete de Padel Bullpadel Vertex 05 Hybrid 2026","Padel Proshop PT | Zona de Padel","237","8445402974030","8445402974030","51790987198769","2875","Raqueta de padel Bullpadel Vertex 04 Hybrid 24","Smash Expert","168","8445402483778","","BV23000000","",""
"0.60","raquetes","Bullpadel","1750","Raquete de Padel Bullpadel Indíga PWR 2026","Forum Sport ES | Padel Proshop PT | Deporvillage | Zona de Padel | Smash Expert","67.15","8445402993819","8445402993819","51874035663153","2480","Raqueta de padel – Bullpadel Indiga PWR 26","Decathlon ES","89.99","8447552008481","","9003131","",""
"0.60","raquetes","Bullpadel","1970","Bullpadel elite light w 23 raquete de padel","Forum Sport ES","120.24","","8445402248568","467396","2790","Raqueta femenina padel Bullpadel Elite Light W","Smash Expert","87","8445402248568","","BL31000000","",""
"0.60","raquetes","Siux","1916","Raquete de Padel Siux Trilogy Elite 5 2025","Padel Proshop PT","105","8435762902835","8435762902835","51194592035121","2369","Siux Diablo 4 Elite 2025","Zona de Padel","188.96","8435762902859","8435762902859","11731","",""
"0.60","raquetes","Adidas","698","Raquete adidas Metalbone Carbon 3.4","Adidas Padel | Padel Market","143","8435739402771","","AR1AA2U42","2245","Adidas Metalbone Carbon 2026","Smash Expert | Decathlon ES | Zona de Padel | Deporvillage","207","8435739405833","8435739405833","14021","",""
"0.60","raquetes","Adidas","739","Raquete adidas Adipower Carbon CTRL","Adidas Padel","162","8435739402832","","","1600","Raquete de Padel Adidas Metalbone Carbon CTRL","Smash Expert | Padel Proshop PT","137","8436548248949","8436548248949","47875266969905","",""
"0.60","raquetes","Adidas","781","Raquete de padel adidas Match Black Lime 2026","Zona de Padel | Padel Proshop PT | Smash Expert | Padel Market | Adidas Padel | Deporvillage","59.95","8435739406069","8435739406069","AR5GA4U28","2002","Adidas Padel match black 34 raquete de padel","Forum Sport ES","51.97","","8435739402986","AR5GA0U10","",""
"0.60","raquetes","Adidas","788","Raquete adidas Match 3.3 Black/Lime","Adidas Padel","41.25","8436548249069","","","2002","Adidas Padel match black 34 raquete de padel","Forum Sport ES","51.97","","8435739402986","AR5GA0U10","",""
"0.60","raquetes","StarVie","1935","Starvie titania kepler pro raquete de padel","Forum Sport ES","123.59","","8457000000066","TITANIAPRO21","3084","Raqueta de padel Starvie Titania Pro","Smash Expert","115","8436612940649","","8436612940649","",""
"0.60","sapatilhas","Adidas","298","Sapatilhas padel adidas Crazyquick Infantil","Atmosfera Sport","50.82","4069987627248","4069987627248","KI3593","2049","Adidas T crazyquick sapatilhas Padel Mujer","Forum Sport ES | Smash Expert","68.88","4067907627347","4067907627415","JR9326","",""
"0.60","sapatilhas","Adidas","298","Sapatilhas padel adidas Crazyquick Infantil","Atmosfera Sport","50.82","4069987627248","4069987627248","KI3593","2050","Adidas T crazyquick sapatilhas Padel Hombre","Forum Sport ES | Smash Expert","70.56","4067892023582","4067892023483","IE3924","",""
"0.60","sapatilhas","Adidas","298","Sapatilhas padel adidas Crazyquick Infantil","Atmosfera Sport","50.82","4069987627248","4069987627248","KI3593","2099","Adidas T crazyquick sapatilhas Padel Hombre","Forum Sport ES | Smash Expert","105.6","4068812908958","4068812908811","JR2127","",""
"0.60","sapatilhas","Adidas","298","Sapatilhas padel adidas Crazyquick Infantil","Atmosfera Sport","50.82","4069987627248","4069987627248","KI3593","3359","Sapatilhas de padel adidas Crazyquick Boost Padel","Smash Expert","147","4068811888848","","JR2124","",""
"0.60","sapatilhas","Babolat","179","Sapatilhas de padel Babolat Jet Clay","Atmosfera Sport","52.5","3324921777894","3324921777894","33S20730-1035","3357","Sapatilhas de padel Babolat Jet Premura 2","Smash Expert","108.08","3324922198957","","3A0S25B752-6013","",""
"0.60","sapatilhas","Babolat","182","Sapatilhas de padel Babolat Sensa Mulher","Atmosfera Sport","87.5","3324922059388","3324922059388","31S23757-2041","2027","Babolat sensa rise sapatilhas Padel Mujer","Forum Sport ES","56.69","","3324922285756","3A1F25C950","",""
"0.60","sapatilhas","Head","825","Head Revolt Pro 5.0 Clay Men 2026 Padel Shoes","Padel Market","136","0198772057541","","273256_100","2169","Sapatilhas Head Revolt Pro 5.0 Clay Men white navy 2026","Zona de Padel","104.91","198772057824","198772057824","14498","",""
"0.60","sapatilhas","Head","830","Head Revolt Pro 5.0 Clay Men 2026 Padel Shoes","Padel Market","136","0198772057558","","273256_105","2169","Sapatilhas Head Revolt Pro 5.0 Clay Men white navy 2026","Zona de Padel","104.91","198772057824","198772057824","14498","",""
"0.60","sapatilhas","Head","1078","Head Revolt Pro 5.0 Clay Men 2026 Padel Shoes","Padel Market","136","0198772057503","","273256_80","2169","Sapatilhas Head Revolt Pro 5.0 Clay Men white navy 2026","Zona de Padel","104.91","198772057824","198772057824","14498","",""
"0.60","sapatilhas","Head","1220","Head Revolt Pro 5.0 Clay Men 2026 Padel Shoes","Padel Market","136","0198772057534","","273256_95","2169","Sapatilhas Head Revolt Pro 5.0 Clay Men white navy 2026","Zona de Padel","104.91","198772057824","198772057824","14498","",""
"0.60","sapatilhas","Head","1226","Head Revolt Pro 5.0 Clay Men 2026 Padel Shoes","Padel Market","136","0198772057510","","273256_85","2169","Sapatilhas Head Revolt Pro 5.0 Clay Men white navy 2026","Zona de Padel","104.91","198772057824","198772057824","14498","",""
"0.60","sapatilhas","Head","1230","Head Revolt Pro 5.0 Clay Men 2026 Padel Shoes","Padel Market","136","0198772057527","","273256_90","2169","Sapatilhas Head Revolt Pro 5.0 Clay Men white navy 2026","Zona de Padel","104.91","198772057824","198772057824","14498","",""
"0.59","sapatilhas","ASICS","158","Sapatilhas de padel ASICS Game Ff Padel Mulher Azul/Laranja","Atmosfera Sport","59.95","4570158700818","4570158700818","1042A286-400","2959","Sapatilhas de padel Asics Game FF","Smash Expert","76","4570158173636","","1041A493 - 400","",""
"0.59","sapatilhas","ASICS","158","Sapatilhas de padel ASICS Game Ff Padel Mulher Azul/Laranja","Atmosfera Sport","59.95","4570158700818","4570158700818","1042A286-400","3027","Sapatilhas de padel Asics Game FF","Smash Expert","83","4570158702416","","1041A493 - 001","",""
"0.59","sapatilhas","ASICS","158","Sapatilhas de padel ASICS Game Ff Padel Mulher Azul/Laranja","Atmosfera Sport","59.95","4570158700818","4570158700818","1042A286-400","3135","Sapatilhas de padel Asics Game FF","Smash Expert","52.11","4571633430411","","1041A493 - 101","",""
"0.59","sapatilhas","ASICS","158","Sapatilhas de padel ASICS Game Ff Padel Mulher Azul/Laranja","Atmosfera Sport","59.95","4570158700818","4570158700818","1042A286-400","3168","Sapatilhas de padel Asics Game FF","Smash Expert","81","4571633872167","","1041A493 - 102","",""
"0.59","sapatilhas","Mizuno","259","Sapatilhas de padel Mizuno Break Shot 5 Cc Branco/Azul/Citrus","Atmosfera Sport","49.95","5059882577174","5059882577174","61GC2525-60","1908","Sapatilhas de padel Mizuno Break Shot 5 CC Branco/Preto","Padel Proshop PT","49","5059882516654","5059882516654","50795916788017","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","2672","Sapatilhas de padel Nox AT10 Pro","Sport is Good | Smash Expert","96","8436603198868","","CALAT10WHITE36","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3107","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199162","","CALAT10GATI36","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3108","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603199193","","CALAT10GATI39","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3109","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603199209","","CALAT10GATI40","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3110","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199216","","CALAT10GATI41","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3111","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199223","","CALAT10GATI42","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3112","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603198974","","CALAT10WHITE47","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3113","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199070","","CALAT10BLRE39","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3114","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199087","","CALAT10BLRE40","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3115","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603199094","","CALAT10BLRE41","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3116","Sapatilhas de padel Nox AT10 Pro","Smash Expert","104","8436603199100","","CALAT10BLRE42","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3117","Sapatilhas de padel Nox AT10 Pro","Smash Expert","104","8436603199117","","CALAT10BLRE43","",""
"0.59","sapatilhas","Nox","274","Sapatilhas de padel Nox AT10 Pro Branco/Cinza","Atmosfera Sport","120","8435778905646","8435778905646","CAL26PROWHGR","3118","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199155","","CALAT10BLRE47","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","2672","Sapatilhas de padel Nox AT10 Pro","Sport is Good | Smash Expert","96","8436603198868","","CALAT10WHITE36","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3107","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199162","","CALAT10GATI36","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3108","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603199193","","CALAT10GATI39","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3109","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603199209","","CALAT10GATI40","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3110","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199216","","CALAT10GATI41","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3111","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199223","","CALAT10GATI42","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3112","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603198974","","CALAT10WHITE47","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3113","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199070","","CALAT10BLRE39","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3114","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199087","","CALAT10BLRE40","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3115","Sapatilhas de padel Nox AT10 Pro","Smash Expert","103","8436603199094","","CALAT10BLRE41","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3116","Sapatilhas de padel Nox AT10 Pro","Smash Expert","104","8436603199100","","CALAT10BLRE42","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3117","Sapatilhas de padel Nox AT10 Pro","Smash Expert","104","8436603199117","","CALAT10BLRE43","",""
"0.59","sapatilhas","Nox","276","Sapatilhas de padel Nox AT10 Pro Preto/Branco","Atmosfera Sport","87.49","8435778905776","8435778905776","CAL26PROBLWH","3118","Sapatilhas de padel Nox AT10 Pro","Smash Expert","96","8436603199155","","CALAT10BLRE47","",""
"0.59","sapatilhas","Wilson","283","Sapatilhas de padel Wilson Hurakn 2.0 Homem Azul/Branco","Atmosfera Sport","92.05","0097512743495","0097512743495","WRS331640","2645","Sapatilhas de padel Wilson Hurakn 2.0","Sport is Good | Smash Expert","93.12","97512676908","","WRS330500","",""
"0.59","sapatilhas","Wilson","283","Sapatilhas de padel Wilson Hurakn 2.0 Homem Azul/Branco","Atmosfera Sport","92.05","0097512743495","0097512743495","WRS331640","2866","Sapatilhas de padel Wilson Hurakn 2.0","Smash Expert","59","97512676625","","WRS330520","",""
"0.59","sapatilhas","Wilson","283","Sapatilhas de padel Wilson Hurakn 2.0 Homem Azul/Branco","Atmosfera Sport","92.05","0097512743495","0097512743495","WRS331640","2896","Sapatilhas de padel Wilson Hurakn 2.0","Smash Expert","105","97512750103","","WRS333030","",""
"0.59","sapatilhas","Wilson","283","Sapatilhas de padel Wilson Hurakn 2.0 Homem Azul/Branco","Atmosfera Sport","92.05","0097512743495","0097512743495","WRS331640","2949","Sapatilhas de padel Wilson Hurakn 2.0","Smash Expert","81","97512743679","","WRS331650","",""
"0.59","sapatilhas","Wilson","1834","Sapatilhas de padel Wilson Bela Tour Black/Black/Branco","Padel Proshop PT","129","097512846486","097512846486","50574301004081","2897","Sapatilhas de padel Wilson Bela Tour","Smash Expert","97.63","97512753159","","WRS331580","",""
"0.59","sapatilhas","Wilson","1834","Sapatilhas de padel Wilson Bela Tour Black/Black/Branco","Padel Proshop PT","129","097512846486","097512846486","50574301004081","3074","Sapatilhas de padel Wilson Bela Tour","Smash Expert","125","97512846448","","WRS335330","",""
"0.58","raquetes","Babolat","2398","Babolat Technical Viper Juan Lebron 2025","Zona de Padel","174.34","3324922164464","3324922164464","10835","2542","Raquete de padel - Babolat Technical Vertuo Juan Lebrón 2.5 2025","Decathlon ES","199.99","3324922289457","","8941514","",""
"0.58","sapatilhas","Bullpadel","206","Sapatilhas de padel Bullpadel Vertex Vibram 25I Azul Homem","Atmosfera Sport","131.99","8445402875764","8445402875764","VERTEXVIBRAM25I-067","2331","Sapatilhas Bullpadel Vertex Vibram 25I maroon 2025","Zona de Padel","86.65","8445402875511","8445402875511","12981","",""
"0.58","sapatilhas","Bullpadel","2094","Bullpadel vertex vibram 26v sapatilhas Padel Mujer","Forum Sport ES","94.85","","8445402957118","493650","2191","Sapatilhas Bullpadel Vertex Vibram 26V orange 2026","Zona de Padel","108.01","8445402953141","8445402953141","14402","",""
"0.58","sapatilhas","Bullpadel","2103","Bullpadel vertex vibram 26v sapatilhas Padel Mujer","Forum Sport ES","94.85","","8445402956883","493660","2191","Sapatilhas Bullpadel Vertex Vibram 26V orange 2026","Zona de Padel","108.01","8445402953141","8445402953141","14402","",""
"0.58","sapatilhas","Bullpadel","2108","Bullpadel vertex vibram 26v sapatilhas Padel Hombre","Forum Sport ES","108.53","","8445402953196","493468","2191","Sapatilhas Bullpadel Vertex Vibram 26V orange 2026","Zona de Padel","108.01","8445402953141","8445402953141","14402","",""
"0.58","sapatilhas","Adidas","2173","Sapatilhas Adidas Crazyquick Boost Padel M orange 2026","Zona de Padel | Smash Expert","103.96","4068811911904","4068811911904","14483","2550","Sapatilhas de padel ADIDAS Crazyquick Boost Hombre 2026 naranja","Decathlon ES","140.49","4068811911973","","9021683","",""
"0.58","sapatilhas","ASICS","168","Sapatilhas de Padel ASICS Gel-Dedicate 8 Padel Mulher Amatista/Branco","Atmosfera Sport | Smash Expert","49.99","4571633436574","4571633436574","1042A241-502","1801","Sapatilhas de padel Asics Gel-Dedicate 8 Branco/Black 2026","Padel Proshop PT","68.9","4550456664371","4550456664371","52318801068337","",""
"0.58","sapatilhas","ASICS","1928","Sapatilhas de padel Asics Solution Swift FF 2 Padel Branco/Dark Cobalt","Padel Proshop PT","87.95","4570158704328","4570158704328","51485247209777","3024","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","104","4570158701464","","1041A465 - 401","",""
"0.58","sapatilhas","ASICS","1928","Sapatilhas de padel Asics Solution Swift FF 2 Padel Branco/Dark Cobalt","Padel Proshop PT","87.95","4570158704328","4570158704328","51485247209777","3029","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","88","4570158704298","","1041A465 - 100","",""
"0.58","sapatilhas","ASICS","1928","Sapatilhas de padel Asics Solution Swift FF 2 Padel Branco/Dark Cobalt","Padel Proshop PT","87.95","4570158704328","4570158704328","51485247209777","3398","Sapatilhas de padel Asics Solution Swift FF 2","Smash Expert","118","4571633437588","","1041A465 - 402","",""
"0.58","sapatilhas","Mizuno","293","Sapatilhas Mizuno Homem padel Wave Exceed Tour 6 Padel Vermelho Escuro","Atmosfera Sport","112.5","5059431831078","5059431831078","61GB2480-06","2025","Mizuno wave exceed tour 6 padel sapatilhas Padel Hombre","Forum Sport ES","90.44","","5059882574067","61GB2480","",""
"0.58","sapatilhas","Mizuno","293","Sapatilhas Mizuno Homem padel Wave Exceed Tour 6 Padel Vermelho Escuro","Atmosfera Sport","112.5","5059431831078","5059431831078","61GB2480-06","2059","Mizuno wave exceed tour 7 padel sapatilhas Padel Hombre","Forum Sport ES","94.49","","5059882833102","61GB2677","",""
"0.58","sapatilhas","Mizuno","293","Sapatilhas Mizuno Homem padel Wave Exceed Tour 6 Padel Vermelho Escuro","Atmosfera Sport","112.5","5059431831078","5059431831078","61GB2480-06","2686","Sapatilhas de tenis Mizuno Wave Exceed Tour 7 Padel","Sport is Good | Smash Expert","96.17","5059882833133","","61GB267735","",""
"0.58","sapatilhas","Mizuno","294","Sapatilhas Mizuno Mulher de Padel Wave Exceed Light 2 Cc Branco","Atmosfera Sport","93.75","5059431839678","5059431839678","61GC2321-45","2736","Sapatilhas de interior Mizuno Wave Exceed Light Padel","Smash Expert","117","5059431363173","","61GB222210","",""
"0.58","sapatilhas","Mizuno","294","Sapatilhas Mizuno Mulher de Padel Wave Exceed Light 2 Cc Branco","Atmosfera Sport","93.75","5059431839678","5059431839678","61GC2321-45","2737","Sapatilhas de padel interior Mizuno Wave Exceed Light Padel","Smash Expert","117","5059431363289","","61GB222225","",""
